wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
13,1,1,0,23,72,0,0,13,0.4166666670000001,78,1.0,1,0.0,0.256410256,0,0,4.923076923,1,0.9231,False,FMeasure_Voting_Pred,False,0.024840785595487372
19,1,0,2,28,111,1,0,19,0.875,173,1.0,1,0.0,0.263157895,0,0,7.684210526,2,1.0526,True,FMeasure_Voting_Pred,False,0.02578263820399869
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.004701763170843454
9,1,0,3,21,22,2,0,7,0.913461538,205,0.692307692,1,0.0,0.1875,0,0,20.33333333,3,1.1111,False,FMeasure_Voting_Pred,False,0.028054445489915703
6,5,0,2,14,0,0,0,6,0.4,77,1.0,0,0.931506849,0.666666667,2,2,11.5,1,0.8333,False,FMeasure_Voting_Pred,False,0.013966282278007853
31,1,0,3,59,283,0,0,31,0.904545455,518,0.045454545,14,0.0,0.264516129,0,0,15.0,3,1.0645,False,FMeasure_Voting_Pred,False,0.4961002625745367
3,1,0,5,18,3,1,0,2,2.0,104,0.0,0,0.0,0.5,0,0,33.66666667,4,1.6667,False,FMeasure_Voting_Pred,False,0.01233580525731346
12,3,0,19,114,42,0,0,5,0.848484848,811,1.0,0,0.8275862070000001,0.409090909,1,3,66.33333333,5,1.3333,True,FMeasure_Voting_Pred,False,0.36564885418755616
30,2,0,48,180,263,1,0,17,0.8456486040000001,2215,1.0,8,0.377777778,0.15086206900000002,1,2,72.13333333,4,1.1667,False,FMeasure_Voting_Pred,True,0.7855076778623339
9,1,0,8,37,34,6,0,5,0.75,336,1.0,0,0.0,0.225,0,0,36.0,4,1.5556,False,FMeasure_Voting_Pred,False,0.03121579269459832
30,5,0,2,46,283,0,0,28,0.857142857,490,1.0,0,0.701030928,0.286666667,1,1,14.86666667,20,1.9,False,FMeasure_Voting_Pred,False,0.12536663679877855
74,1,0,31,142,2349,16,0,71,0.923679061,1303,0.971428571,8,0.0,0.13325031099999998,0,0,16.13513514,8,1.2297,False,FMeasure_Voting_Pred,False,0.4810616178327851
10,2,0,3,25,0,1,0,10,0.864197531,466,0.444444444,0,0.5555555560000001,0.316666667,1,2,44.7,1,0.8,False,FMeasure_Voting_Pred,False,0.02555558300519827
14,1,0,18,14,91,18,0,14,2.0,14,0.0,0,0.0,0.571428571,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.013185510788946187
7,5,0,2,37,15,0,0,5,0.833333333,259,1.0,0,0.942857143,0.4,1,1,35.71428571,12,2.8571,False,FMeasure_Voting_Pred,False,0.04410414912909436
11,1,0,2,74,27,0,0,7,0.7,772,1.0,1,0.0,0.257142857,0,0,68.27272727,6,1.5455,False,FMeasure_Voting_Pred,False,0.03798891713444304
8,1,0,6,13,26,2,0,7,1.0,34,1.0,1,0.0,0.392857143,0,0,3.0,1,0.75,False,FMeasure_Voting_Pred,False,0.019564670216262257
8,1,0,7,60,12,1,0,3,0.571428571,522,1.0,1,0.0,0.183673469,0,0,63.75,11,2.875,False,FMeasure_Voting_Pred,False,0.07399970278517852
35,1,0,30,118,0,0,0,6,0.544117647,1756,1.0,0,0.0,0.120915033,0,0,49.11428571,11,1.6571,False,FMeasure_Voting_Pred,False,0.0673766265462306
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.005422416121978447
32,4,0,1,63,478,1,0,29,0.387096774,223,1.0,0,0.62962963,0.139784946,2,9,5.875,2,1.0,False,FMeasure_Voting_Pred,False,0.3963235273866002
31,2,0,3,63,313,0,0,27,0.8714285709999999,912,0.7857142859999999,0,0.452830189,0.286666667,0,0,27.96774194,3,1.129,False,FMeasure_Voting_Pred,False,0.02930504369532566
17,2,2,0,21,136,0,0,17,1.0625,60,0.0,0,0.483870968,0.189542484,0,0,1.764705882,1,0.9412,False,FMeasure_Voting_Pred,False,0.0237681710158212
5,1,0,30,5,10,28,0,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.017473586751848104
2,1,0,0,2,1,0,0,2,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.007702798976547381
8,2,0,12,35,20,1,0,3,0.928571429,245,1.0,2,0.7692307690000001,0.380952381,0,0,29.125,1,0.75,True,FMeasure_Voting_Pred,False,0.02548967436122409
4,5,0,2,10,0,0,0,4,0.0,39,1.0,0,0.957746479,0.625,1,1,8.5,1,0.75,False,FMeasure_Voting_Pred,False,0.015024266920703112
1,6,0,2,7,0,2,0,1,2.0,17,0.0,0,1.0,1.0,0,0,16.0,0,0.0,False,FMeasure_Voting_Pred,False,0.00457423795163136
7,1,0,13,55,3,5,0,3,0.537037037,724,1.0,2,0.0,0.371428571,0,0,101.1428571,11,2.5714,False,FMeasure_Voting_Pred,False,0.0712079073517315
10,1,0,3,15,3,3,0,10,0.666666667,108,1.0,0,0.0,0.466666667,0,0,9.4,2,1.0,False,FMeasure_Voting_Pred,False,0.017670271253120363
4,1,0,2,9,0,0,0,2,0.25,91,0.0,1,0.0,0.5,0,0,20.75,5,2.0,False,FMeasure_Voting_Pred,False,0.02600835608476071
4,2,0,3,20,6,3,0,4,1.333333333,146,0.0,0,0.882352941,0.75,0,0,34.5,3,1.25,False,FMeasure_Voting_Pred,False,0.011037775776041925
2,1,0,3,2,1,2,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.007867292051075172
14,1,0,3,15,91,1,0,14,1.076923077,135,0.0,0,0.0,0.153061224,0,0,0.214285714,1,0.9286,False,FMeasure_Voting_Pred,False,0.024330930238422536
2,4,0,5,5,1,1,0,2,2.0,24,0.0,0,0.975609756,0.666666667,0,0,11.0,1,0.5,False,FMeasure_Voting_Pred,False,0.008113922967518741
4,1,0,5,15,0,1,0,4,0.5,102,1.0,2,0.0,0.4375,0,0,24.0,6,2.0,False,FMeasure_Voting_Pred,False,0.03378403494895136
38,1,0,26,113,637,21,0,36,0.848648649,2141,0.2,0,0.0,0.135135135,0,0,55.21052632,19,3.8158,False,FMeasure_Voting_Pred,False,0.4123036020198292
39,3,1,10,194,575,2,0,3,0.8832236840000001,3271,1.0,3,0.393442623,0.191950464,2,5,82.46153846,16,2.6154,True,FMeasure_Voting_Pred,False,0.4450039186279297
5,1,0,5,21,10,1,0,4,2.0,129,0.0,0,0.0,0.52,0,0,24.8,1,0.8,False,FMeasure_Voting_Pred,False,0.011257626141425269
8,5,0,2,16,0,0,0,8,0.571428571,103,1.0,0,0.906666667,0.6875,2,2,11.5,1,0.875,False,FMeasure_Voting_Pred,False,0.014322854253184691
36,2,0,12,81,142,4,0,31,0.812030075,675,0.736842105,5,0.276595745,0.182098765,1,2,17.22222222,3,1.0833,False,FMeasure_Voting_Pred,True,0.5410083597505312
1,1,0,0,2,0,0,0,1,2.0,14,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.051948117795676936
10,2,0,0,43,33,0,0,8,0.666666667,289,1.0,0,0.466666667,0.48,1,1,27.8,6,2.0,False,FMeasure_Voting_Pred,False,0.025018758268988073
15,1,0,51,29,0,50,0,12,0.62987013,401,0.545454545,2,0.0,0.233333333,0,0,25.0,7,1.4667,False,FMeasure_Voting_Pred,True,0.7278915287061732
19,1,0,2,34,0,2,0,19,0.0,115,1.0,1,0.0,0.263157895,0,0,5.0,1,0.8947,False,FMeasure_Voting_Pred,False,0.031380072832895727
3,3,0,3,10,0,3,0,2,0.0,59,1.0,0,0.974025974,0.466666667,1,1,18.33333333,1,0.6667,False,FMeasure_Voting_Pred,False,0.019265901074949018
14,3,0,2,28,0,1,0,11,0.788461538,257,1.0,1,0.6571428570000001,0.292307692,2,5,17.07142857,1,0.8571,False,FMeasure_Voting_Pred,False,0.06355739049258012
2,4,0,4,6,1,1,0,2,2.0,25,0.0,0,0.975609756,0.666666667,1,1,11.5,1,0.5,False,FMeasure_Voting_Pred,False,0.008834553433736457
0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,FMeasure_Voting_Pred,False,0.017492724523835313
6,1,0,1,11,1,1,0,5,1.070588235,308,0.235294118,0,0.0,0.444444444,0,0,47.5,28,7.0,False,FMeasure_Voting_Pred,True,0.7368262454258024
2,1,0,4,2,1,3,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.007950850299221641
33,2,0,5,44,418,0,0,29,0.888392857,434,1.0,0,0.219512195,0.696969697,0,0,11.72727273,28,1.9697,False,FMeasure_Voting_Pred,True,0.5680499223944011
119,1,0,8,121,6959,1,0,118,0.978813559,398,1.0,2,0.0,0.08624127599999999,0,0,2.277310924,1,0.9748,False,FMeasure_Voting_Pred,False,0.4098678355556364
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.005409563800530397
1,2,0,4,5,0,0,0,1,2.0,19,1.0,0,1.0,1.0,0,0,15.0,0,0.0,False,FMeasure_Voting_Pred,False,0.05208508500172554
58,1,0,20,133,0,15,0,56,0.043859649,1008,1.0,2,0.0,0.256140351,0,0,16.34482759,4,2.1034,False,FMeasure_Voting_Pred,False,0.2336411187385181
2,2,0,19,44,1,3,0,1,2.0,410,0.0,0,0.933333333,0.75,2,2,204.0,1,0.5,False,FMeasure_Voting_Pred,False,0.014284741471245171
7,1,0,4,20,9,3,0,6,0.333333333,93,1.0,0,0.0,0.428571429,0,0,12.0,1,0.8571,False,FMeasure_Voting_Pred,False,0.3519593160299712
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.0053650100725915655
11,2,0,9,13,7,9,0,10,0.814285714,105,0.857142857,0,0.8714285709999999,0.4166666670000001,0,0,7.909090909,2,1.3636,False,FMeasure_Voting_Pred,False,0.3547798397254109
4,1,0,3,10,4,0,0,3,1.0,43,0.5,0,0.0,0.533333333,0,0,9.25,1,0.5,False,FMeasure_Voting_Pred,False,0.012356505762820736
6,2,0,6,19,1,0,0,5,0.8,87,1.0,0,0.911111111,0.7,0,0,13.33333333,1,0.6667,False,FMeasure_Voting_Pred,False,0.01075514891629372
18,1,1,4,19,135,1,0,18,0.862745098,57,1.0,0,0.0,0.375,0,0,2.0,1,0.9444,False,FMeasure_Voting_Pred,False,0.01951516355535717
19,1,0,22,41,63,20,0,17,0.5,378,0.666666667,1,0.0,0.357894737,0,0,18.73684211,5,1.9474,False,FMeasure_Voting_Pred,False,0.04731585837467845
4,1,0,2,7,0,1,0,4,0.75,33,0.5,4,0.0,1.0,0,0,6.25,1,0.75,False,FMeasure_Voting_Pred,False,0.014176221249207576
14,1,0,8,19,33,8,0,13,0.7820512820000001,149,1.0,1,0.0,0.35714285700000004,0,0,9.214285714,4,1.1429,False,FMeasure_Voting_Pred,False,0.027627249457633368
3,2,3,0,4,3,0,0,3,2.0,6,0.0,0,0.666666667,0.666666667,0,0,1.0,1,0.6667,False,FMeasure_Voting_Pred,False,0.008168226928701247
14,2,6,0,51,61,0,0,2,1.020979021,574,1.0,0,0.5,0.373626374,1,1,39.21428571,4,1.2143,True,FMeasure_Voting_Pred,False,0.02367233754945008
10,2,0,10,31,33,5,0,5,0.666666667,174,1.0,1,0.428571429,0.344444444,0,0,15.9,3,1.6,False,FMeasure_Voting_Pred,False,0.029653696345283257
4,1,0,2,5,0,0,0,4,0.333333333,18,1.0,1,0.0,0.5,0,0,3.25,1,0.75,False,FMeasure_Voting_Pred,False,0.01811381255440829
3,1,0,1,11,0,1,0,3,0.166666667,67,1.0,0,0.0,0.666666667,0,0,20.33333333,3,1.6667,False,FMeasure_Voting_Pred,False,0.016130676256304106
11,1,0,2,30,5,1,0,9,0.6,581,0.0,1,0.0,0.272727273,0,0,51.36363636,6,1.5455,False,FMeasure_Voting_Pred,False,0.369531809413331
21,1,0,1,22,210,0,0,21,1.05,47,0.0,0,0.0,0.306122449,0,0,0.14285714300000002,1,0.9524,False,FMeasure_Voting_Pred,False,0.020982500083355983
6,1,0,11,7,15,10,0,5,1.16,79,0.0,1,0.0,0.6,0,0,11.33333333,1,0.8333,False,FMeasure_Voting_Pred,False,0.01565000392999731
2,5,0,2,5,1,0,0,2,2.0,11,0.0,0,0.985507246,1.0,1,1,4.5,1,0.5,False,FMeasure_Voting_Pred,False,0.005362588550292992
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.051948117795676936
8,1,0,2,13,8,1,0,8,0.571428571,296,1.0,1,0.0,0.5625,0,0,35.625,5,3.0,False,FMeasure_Voting_Pred,False,0.031506033903219176
81,1,0,29,110,3002,21,0,80,0.976704545,879,1.0,2,0.0,0.169472503,0,0,9.308641975,3,1.1481,False,FMeasure_Voting_Pred,False,0.4016103870295451
5,2,0,8,60,8,1,0,4,1.125,555,1.0,1,0.869565217,0.5,0,0,109.6,2,0.8,False,FMeasure_Voting_Pred,False,0.3547918103193188
31,4,0,14,176,311,2,0,2,0.968055556,4485,1.0,1,0.6777777779999999,0.252777778,4,8,142.9032258,32,3.9032,True,FMeasure_Voting_Pred,False,0.4755203711462957
8,2,0,4,23,16,1,0,8,0.428571429,166,1.0,0,0.7333333329999999,0.46875,1,1,19.375,1,0.5,False,FMeasure_Voting_Pred,False,0.01758290073751121
5,1,0,1,6,10,0,0,5,1.25,10,0.0,0,0.0,0.4,0,0,0.6,1,0.8,False,FMeasure_Voting_Pred,False,0.014787575641194988
25,1,0,2,56,268,2,0,25,0.8472222220000001,307,1.0,0,0.0,0.262857143,0,0,11.16,8,1.32,False,FMeasure_Voting_Pred,False,0.031158409280580533
3,1,0,3,7,1,1,0,2,0.5,25,1.0,0,0.0,0.5,0,0,7.0,1,0.3333,False,FMeasure_Voting_Pred,False,0.013796796904154194
26,1,0,16,89,91,7,0,24,0.772,918,1.0,1,0.0,0.246666667,0,0,33.92307692,5,1.1538,False,FMeasure_Voting_Pred,False,0.03942544648684199
14,1,0,1,15,91,1,0,14,2.0,17,0.0,0,0.0,0.4,0,0,0.214285714,1,0.9286,False,FMeasure_Voting_Pred,False,0.013800897915863327
3,1,0,5,13,0,1,0,3,0.0,81,0.0,1,0.0,0.5555555560000001,0,0,25.66666667,7,2.6667,False,FMeasure_Voting_Pred,False,0.029877543770691895
1,1,0,0,2,0,0,0,1,2.0,7,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.051948117795676936
10,1,0,6,20,1,2,0,9,0.759259259,157,1.0,3,0.0,0.361111111,0,0,14.1,1,0.8,False,FMeasure_Voting_Pred,False,0.03251097475170978
5,3,2,0,8,4,0,0,5,0.5,31,1.0,0,0.944444444,0.6,0,0,5.0,1,0.2,False,FMeasure_Voting_Pred,False,0.01163229012366075
2,1,0,2,5,1,0,0,2,2.0,11,0.0,0,0.0,0.75,0,0,4.5,1,0.5,False,FMeasure_Voting_Pred,False,0.007020321727050242
28,2,0,25,88,230,8,0,26,0.864197531,674,1.0,1,0.726315789,0.24691358,1,4,22.75,10,1.5,False,FMeasure_Voting_Pred,False,0.11859948811284388
2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.008471211675824902
17,1,0,11,39,86,1,0,3,0.7578125,594,1.0,3,0.0,0.3125,0,0,33.47058824,14,3.6471,True,FMeasure_Voting_Pred,False,0.3218336004272557
4,5,0,2,14,6,0,0,3,1.333333333,47,1.0,0,0.970588235,0.583333333,1,1,10.5,1,0.75,False,FMeasure_Voting_Pred,False,0.0127324792447465
3,3,0,4,7,3,1,0,3,1.5,17,1.0,0,0.933333333,0.5555555560000001,1,1,4.333333333,1,0.6667,False,FMeasure_Voting_Pred,False,0.012515011481227469
5,2,0,4,10,4,3,0,5,0.583333333,56,1.0,1,0.333333333,0.4,0,0,9.6,1,0.8,False,FMeasure_Voting_Pred,False,0.01954536396651445
6,1,0,4,18,7,1,0,3,0.833333333,104,1.0,1,0.0,0.5,0,0,15.33333333,4,1.6667,False,FMeasure_Voting_Pred,False,0.02127195450711322
13,3,0,3,30,0,0,0,13,0.291666667,206,1.0,1,0.45,0.252747253,1,1,14.69230769,1,0.8462,False,FMeasure_Voting_Pred,False,0.3615337008160578
1,1,0,0,2,0,0,0,1,2.0,5,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.049331748360096336
12,1,0,2,25,0,1,0,0,0.436363636,212,1.0,0,0.0,0.395833333,0,0,16.25,3,1.3333,False,FMeasure_Voting_Pred,False,0.0209790978672528
8,2,0,3,26,0,1,0,6,0.6190476189999999,221,1.0,1,0.837837838,0.5,0,0,26.25,3,1.375,False,FMeasure_Voting_Pred,False,0.020939945551388697
7,1,0,11,38,0,0,0,2,0.666666667,351,1.0,1,0.0,0.3666666670000001,0,0,48.71428571,3,1.1429,False,FMeasure_Voting_Pred,False,0.02503917277677277
2,1,0,1,17,1,0,0,2,2.0,160,0.0,0,0.0,0.6,0,0,79.0,1,0.5,False,FMeasure_Voting_Pred,False,0.011211973044918793
2,1,0,1,10,1,0,0,2,2.0,54,1.0,0,0.0,0.6,0,0,25.5,1,0.5,False,FMeasure_Voting_Pred,False,0.00972243906496838
42,1,0,53,104,0,49,0,39,0.76508344,1169,0.7894736840000001,3,0.0,0.148558758,1,2,26.38095238,13,2.5952,False,FMeasure_Voting_Pred,False,0.4702219893021051
4,5,0,2,13,0,0,0,4,0.0,58,1.0,0,0.957746479,0.625,1,1,13.25,1,0.75,False,FMeasure_Voting_Pred,False,0.015139612352287982
6,3,0,1,22,15,1,0,4,1.12,184,0.0,0,0.85,0.5,1,1,28.83333333,14,2.8333,False,FMeasure_Voting_Pred,False,0.05790263909955904
0,1,0,8,0,0,8,0,0,2.0,57,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,FMeasure_Voting_Pred,False,0.018630344475607373
5,3,0,3,13,8,1,0,5,0.75,101,1.0,0,0.906976744,0.45,1,2,19.0,10,2.8,False,FMeasure_Voting_Pred,False,0.050456690484598415
5,3,0,0,7,2,0,0,5,0.625,33,1.0,0,0.5,0.5,0,0,5.2,1,0.6,False,FMeasure_Voting_Pred,False,0.013781975762787791
4,4,0,5,31,0,0,0,4,0.0,125,1.0,0,0.95,0.625,2,2,30.0,1,0.75,False,FMeasure_Voting_Pred,False,0.017906727700578332
12,3,0,4,119,40,4,0,3,0.833333333,1190,0.666666667,0,0.705882353,0.246753247,2,4,97.66666667,1,0.8333,True,FMeasure_Voting_Pred,False,0.06922420056894378
9,3,1,5,50,26,2,0,1,0.75,375,1.0,1,0.774193548,0.4,2,7,40.33333333,16,2.6667,False,FMeasure_Voting_Pred,False,0.4320790999215805
17,1,0,0,17,136,0,0,17,1.0625,58,0.0,0,0.0,0.470588235,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.014747529337566729
23,2,0,5,31,175,0,0,21,0.827272727,189,1.0,0,0.290322581,0.695652174,0,0,6.7826086960000005,5,1.1304,False,FMeasure_Voting_Pred,False,0.014714753336653532
6,2,0,9,33,0,0,0,5,0.8,212,1.0,1,0.911111111,0.7,0,0,33.66666667,3,1.6667,False,FMeasure_Voting_Pred,False,0.016355981815513558
3,2,0,4,8,1,1,0,3,2.0,21,0.0,0,0.846153846,0.666666667,1,2,6.0,1,0.6667,False,FMeasure_Voting_Pred,False,0.011331977232213283
32,2,0,11,85,296,3,0,28,0.666666667,865,1.0,0,0.691489362,0.193548387,1,15,25.84375,12,1.75,False,FMeasure_Voting_Pred,True,0.5072752023421684
5,1,0,2,11,0,1,0,5,0.0,43,1.0,1,0.0,0.466666667,0,0,7.4,3,1.2,False,FMeasure_Voting_Pred,False,0.021799918255903963
3,1,0,3,15,1,1,0,2,0.833333333,64,1.0,0,0.0,0.5,0,0,19.33333333,1,0.3333,False,FMeasure_Voting_Pred,False,0.013420100999262913
8,1,0,1,13,4,1,0,7,0.571428571,2144,1.0,0,0.0,0.5,0,0,266.75,1,0.75,False,FMeasure_Voting_Pred,False,0.07361354338576041
68,1,0,4,69,2278,1,0,68,2.0,170,0.0,0,0.0,0.136029412,0,0,1.5,1,0.9853,False,FMeasure_Voting_Pred,False,0.03728825535790603
55,1,0,1,56,1485,1,0,54,1.018518519,329,0.0,0,0.0,0.5,0,0,3.909090909,1,0.9818,False,FMeasure_Voting_Pred,False,0.03111212122472753
37,2,0,39,175,660,2,0,30,0.944444444,1350,1.0,0,0.539473684,0.433333333,0,0,35.40540541,4,1.1081,False,FMeasure_Voting_Pred,False,0.024609569099271256
5,2,0,8,16,2,1,0,4,1.041666667,88,0.166666667,1,0.625,0.625,0,0,15.4,1,0.6,False,FMeasure_Voting_Pred,False,0.013143062794866649
7,1,0,0,8,21,0,0,7,1.166666667,20,0.0,0,0.0,0.428571429,0,0,1.571428571,1,0.8571,False,FMeasure_Voting_Pred,False,0.014256972433598534
38,1,0,5,54,227,1,0,7,0.7762162159999999,3880,0.16,1,0.0,0.405405405,0,0,100.4473684,95,7.8947,False,FMeasure_Voting_Pred,True,0.6503887289764927
10,1,0,1,11,45,0,0,10,1.111111111,19,0.0,0,0.0,0.3,0,0,0.3,1,0.9,False,FMeasure_Voting_Pred,False,0.017319068279261055
3,1,0,2,5,1,1,0,2,0.5,16,0.0,1,0.0,0.5555555560000001,0,0,4.0,1,0.6667,False,FMeasure_Voting_Pred,False,0.015205212796539328
12,1,0,4,12,66,3,0,12,2.0,12,0.0,0,0.0,0.4166666670000001,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.013289375476470897
4,5,0,2,13,0,0,0,4,0.0,58,1.0,0,0.957746479,0.625,1,1,13.25,1,0.75,False,FMeasure_Voting_Pred,False,0.015139612352287982
3,1,1,6,6,3,1,0,2,2.0,16,0.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,False,FMeasure_Voting_Pred,False,0.0087708288039214
9,1,0,8,29,10,4,0,2,0.5694444439999999,433,0.8888888890000001,4,0.0,0.303571429,0,0,46.11111111,2,0.8889,True,FMeasure_Voting_Pred,False,0.042979419436738775
8,4,0,6,27,24,0,0,7,0.857142857,90,0.5,0,0.907692308,0.28571428600000004,2,5,10.0,3,1.0,False,FMeasure_Voting_Pred,False,0.08859267989113996
4,2,0,3,11,0,2,0,4,0.0,60,1.0,0,0.8,0.625,0,0,13.75,2,1.0,False,FMeasure_Voting_Pred,False,0.01478806531915198
3,1,0,3,11,1,1,0,2,0.5,342,1.0,0,0.0,0.5,0,0,112.6666667,2,0.6667,False,FMeasure_Voting_Pred,False,0.020009896025911023
6,1,0,6,17,9,6,0,5,0.6,150,1.0,0,0.0,0.2,0,0,23.5,1,0.6667,False,FMeasure_Voting_Pred,False,0.02309152498640033
15,3,0,6,35,19,1,0,14,0.514285714,209,1.0,3,0.409090909,0.186666667,1,1,12.6,3,1.0,False,FMeasure_Voting_Pred,False,0.04504847172587352
8,2,0,0,47,0,0,0,5,0.371428571,384,1.0,0,0.727272727,0.458333333,1,3,46.375,4,1.625,False,FMeasure_Voting_Pred,False,0.033185911303669866
1,1,0,2,1,0,2,0,0,2.0,298,0.0,0,0.0,0.0,0,0,240.0,0,0.0,False,FMeasure_Voting_Pred,False,0.03464102496732523
11,1,0,14,16,0,13,0,11,0.6,144,1.0,0,0.0,0.727272727,0,0,11.72727273,4,1.0909,False,FMeasure_Voting_Pred,False,0.015283605433081078
5,1,0,0,5,10,0,0,5,2.0,5,0.0,0,0.0,0.4,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.012667492729876767
15,1,0,0,24,61,0,0,15,0.818181818,257,0.909090909,0,0.0,0.35,0,0,15.4,3,0.9333,False,FMeasure_Voting_Pred,False,0.0200996886513226
7,4,0,0,8,0,0,0,7,0.5,76,1.0,1,0.857142857,0.535714286,0,0,9.428571429,2,0.5714,False,FMeasure_Voting_Pred,False,0.016493825347480787
4,3,0,2,8,2,2,0,4,0.666666667,33,1.0,1,0.921052632,0.5,0,0,6.75,1,0.75,False,FMeasure_Voting_Pred,False,0.016488849037810654
1,1,0,0,2,0,0,0,1,2.0,41,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.049331748360096336
13,1,0,6,15,64,6,0,12,0.869047619,390,1.0,0,0.0,0.333333333,0,0,28.46153846,1,0.8462,False,FMeasure_Voting_Pred,False,0.0201883051035556
9,3,0,2,16,0,1,0,6,0.125,56,1.0,1,0.7142857140000001,0.333333333,2,4,5.1111111110000005,1,0.8889,False,FMeasure_Voting_Pred,False,0.03826559559910021
7,1,0,11,35,17,3,0,2,1.0555555559999998,484,0.166666667,1,0.0,0.333333333,0,0,66.42857143,34,10.0,False,FMeasure_Voting_Pred,True,0.5141816656936724
1,1,0,16,1,0,15,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.00685457603388371
26,1,0,14,76,139,2,0,12,0.765925926,2884,0.925925926,6,0.0,0.145604396,0,0,108.88461540000002,39,2.4231,False,FMeasure_RF_Pred,False,0.4
10,3,0,10,56,25,0,0,3,0.7777777779999999,514,1.0,1,0.857142857,0.333333333,1,3,49.9,19,3.5,False,FMeasure_Voting_Pred,False,0.4119485386339506
5,1,0,0,6,2,0,0,5,0.75,36,1.0,0,0.0,0.4,0,0,5.4,1,0.8,False,FMeasure_Voting_Pred,False,0.015824708750913245
7,1,0,0,16,0,0,0,7,0.0,63,1.0,0,0.0,0.571428571,0,0,7.857142857,2,1.2857,False,FMeasure_Voting_Pred,False,0.016046607982510716
3,3,0,4,24,3,1,0,3,2.0,161,0.0,0,0.951219512,0.666666667,1,2,52.66666667,1,0.6667,False,FMeasure_Voting_Pred,False,0.012823260182802778
7,3,1,0,11,19,0,0,6,0.833333333,34,1.0,1,0.869565217,0.428571429,0,0,3.714285714,1,0.8571,False,FMeasure_Voting_Pred,False,0.017614188555147202
21,1,0,7,71,122,3,0,14,0.8538461540000001,1068,1.0,2,0.0,0.166666667,0,0,49.23809524,14,3.7143,False,FMeasure_Voting_Pred,True,0.6802595588459809
3,1,0,2,3,3,1,0,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.01117897008372286
32,1,2,0,63,0,0,0,32,0.0,185,1.0,1,0.0,0.3359375,0,0,4.75,2,1.0,False,FMeasure_Voting_Pred,False,0.026947702363028063
25,2,0,11,55,6,6,0,22,0.510416667,786,1.0,0,0.488888889,0.256944444,1,1,30.28,6,1.72,False,FMeasure_Voting_Pred,False,0.04033012621298327
20,1,0,0,53,48,0,0,18,0.6023391810000001,1126,1.0,0,0.0,0.31,0,0,54.85,6,1.65,False,FMeasure_Voting_Pred,False,0.031977237179439434
13,1,1,13,32,60,13,0,10,0.979166667,210,0.0,1,0.0,0.208333333,0,0,14.23076923,5,1.3077,False,FMeasure_Voting_Pred,False,0.03581594853197869
5,3,1,0,8,4,0,0,5,0.5,31,1.0,0,0.944444444,0.6,0,0,5.0,1,0.2,False,FMeasure_Voting_Pred,False,0.011711776204436789
33,1,3,14,77,488,3,0,17,0.927083333,702,1.0,0,0.0,0.196022727,0,0,19.90909091,25,2.8182,False,FMeasure_Voting_Pred,True,0.7451866533737723
