dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Voting_Pred,Accuracy_Voting_Pred_Prob,FMeasure_Voting_Pred,FMeasure_Voting_Pred_Prob,GMean_Voting_Pred,GMean_Voting_Pred_Prob,Accuracy_RF_Pred,Accuracy_RF_Pred_Prob,FMeasure_RF_Pred,FMeasure_RF_Pred_Prob,GMean_RF_Pred,GMean_RF_Pred_Prob,Accuracy_Ada_Pred,Accuracy_Ada_Pred_Prob,FMeasure_Ada_Pred,FMeasure_Ada_Pred_Prob,GMean_Ada_Pred,GMean_Ada_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
1,0,0,5,0,0,0,4,1.0,23,0.333333333,0,0.0,0.75,0,0,4.0,1,0.5,False,False,0.01730875764454268,False,0.01510601301005094,False,0.2364413781712077,False,0.0,False,0.0,False,0.0,False,0.4712693771247727,False,0.4773656166568249,False,0.4731251605159322,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01730875764454268
1,0,7,19,83,6,1,15,0.904761905,129,1.0,1,0.0,0.20952381,1,1,7.2,7,1.4,False,False,0.11844165194424149,False,0.09934804755982736,False,0.3469666145782193,False,0.14166666666666666,False,0.225,False,0.21666666666666665,False,0.4976033705856314,False,0.4943864059830577,False,0.4981526031329951,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.11844165194424149
2,0,22,37,13,2,21,2,0.6,157,1.0,0,0.791666667,0.3666666670000001,1,3,25.0,4,1.8333,False,False,0.09478090959231344,False,0.16312502785679142,False,0.3647174866874856,False,0.0,False,0.0,False,0.0,False,0.4846549935363536,False,0.48364396534844706,False,0.477193782293698,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.09478090959231344
2,0,5,8,1,1,4,1,2.0,81,1.0,0,0.909090909,0.75,1,2,37.5,2,1.0,False,False,0.019331440785678475,False,0.3479757230443869,False,0.28395905332832105,False,0.0,False,0.4,False,0.0,False,0.4910929668368385,False,0.4823801031535674,False,0.4875046232734083,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.019331440785678475
2,0,21,49,0,1,20,2,0.64,274,1.0,1,0.791666667,0.333333333,1,3,43.83333333,5,2.1667,True,False,0.08423311738212831,False,0.14440588612561722,False,0.3717147906215481,False,0.0,False,0.0,False,0.0,False,0.4906594928496407,False,0.4851444743329004,False,0.4898859577908103,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.08423311738212831
1,0,5,13,10,4,1,8,0.6190476189999999,56,1.0,0,0.0,0.75,0,0,5.625,1,0.875,False,False,0.01873670434516625,False,0.01859520716008616,False,0.2782399365381241,False,0.06666666666666668,False,0.0,False,0.02,False,0.4765988468075385,False,0.474465802800371,False,0.4772373718774397,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01873670434516625
1,0,27,66,270,22,5,33,0.869318182,509,1.0,3,0.0,0.151515152,0,0,14.09090909,4,1.0909,False,False,0.32881588080323165,False,0.4370330558501697,False,0.4571801975617447,False,0.0,False,0.0,False,0.0,False,0.4846499778269827,False,0.4937263417379775,False,0.4847538960452038,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.32881588080323165
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.01918863504108019,False,0.015266546763548723,False,0.20776478582432129,False,0.0,False,0.0,False,0.0,False,0.4890971905255365,False,0.4941900409170258,False,0.4854724978141603,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01918863504108019
1,0,10,32,4,1,10,2,1.242424242,223,1.0,0,0.0,0.5,0,0,52.0,3,1.25,False,False,0.04116165287249386,False,0.03639912585242988,False,0.33358195610579866,False,0.0,False,0.0,False,0.0,False,0.4833247439611131,False,0.4857814715918928,False,0.4748670808706109,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04116165287249386
1,0,7,22,17,7,0,10,0.814285714,150,1.0,0,0.0,0.424242424,0,0,12.0,3,1.0,False,False,0.032965950408550306,False,0.045339907575473584,False,0.3276747037627579,False,0.0,False,0.0,False,0.0,False,0.4769359563986692,False,0.4810559644023464,False,0.487700069789603,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.032965950408550306
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.01918863504108019,False,0.015266546763548723,False,0.20776478582432129,False,0.0,False,0.0,False,0.0,False,0.4890971905255365,False,0.4941900409170258,False,0.4854724978141603,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01918863504108019
1,0,30,42,36,21,9,8,2.0,207,0.0,0,0.0,0.351851852,0,0,22.0,7,1.5556,False,False,0.05312295793471728,False,0.19882442042272955,False,0.39697860616146463,False,0.0,False,0.0,False,0.0,False,0.4829626339013741,False,0.4952946873185606,False,0.4832238314945273,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05312295793471728
1,0,8,8,28,6,2,8,2.0,8,0.0,0,0.0,0.53125,0,0,0.0,1,1.0,False,False,0.02946266381014647,False,0.02866438598526357,False,0.23012616982476675,False,0.0,False,0.0,False,0.0,False,0.471112902571703,False,0.4744972742685187,False,0.4795673299303175,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02946266381014647
2,0,8,14,3,1,7,3,2.0,63,0.0,0,0.75,0.5555555560000001,0,0,20.0,3,1.3333,False,False,0.018911056452301584,False,0.02603456174896294,False,0.260080160096175,False,0.0,False,0.0,False,0.0,False,0.47713825751756495,False,0.4757816124874782,False,0.4813887891705953,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.018911056452301584
2,0,7,12,1,0,7,2,1.0,110,1.0,0,0.833333333,1.0,0,0,51.5,1,0.5,False,False,0.009223250186648591,False,0.011552917212757264,False,0.28463151828536065,False,0.0,False,0.0,False,0.0,False,0.4767916084267776,False,0.4793541596978122,False,0.4748670808706109,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.009223250186648591
2,0,24,55,0,2,23,2,0.64,291,1.0,1,0.791666667,0.333333333,1,3,46.66666667,5,2.3333,True,False,0.1100220093235194,False,0.23261901109820665,False,0.380325899218352,False,0.1,False,0.0,False,0.16666666666666666,False,0.4954192435253338,False,0.4977804274465168,False,0.4898859577908103,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.1100220093235194
1,0,19,77,147,5,14,6,0.862745098,596,1.0,3,0.0,0.234567901,0,0,31.94444444,8,2.6667,True,False,0.4611279372546441,True,0.528593743917241,True,0.7345111987888041,True,0.8666666666666666,False,0.4,False,0.5,False,0.4922290405627166,False,0.4895261502820311,False,0.4964962895984267,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.4611279372546441
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.01918863504108019,False,0.015266546763548723,False,0.20776478582432129,False,0.0,False,0.0,False,0.0,False,0.4890971905255365,False,0.4941900409170258,False,0.4854724978141603,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01918863504108019
2,0,11,15,3,4,7,3,2.0,93,0.0,0,0.75,0.5555555560000001,0,0,30.0,4,1.6667,False,False,0.01863593579745317,False,0.029150042186173005,False,0.2761072207037878,False,0.0,False,0.0,False,0.0,False,0.4806270071294068,False,0.4748155424580156,False,0.479242990932619,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01863593579745317
1,0,5,18,4,1,4,2,1.142857143,128,1.0,2,0.0,0.5,0,0,29.25,2,1.25,False,False,0.035620545180044594,False,0.03142302791268226,False,0.30689416599368435,False,0.0,False,0.0,False,0.0,False,0.4877102464755279,False,0.4829122155516336,False,0.4817226882781021,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.035620545180044594
1,0,4,5,10,3,1,5,2.0,5,0.0,0,0.0,0.9,0,0,0.0,1,1.0,False,False,0.014701246146841427,False,0.013915614126653705,False,0.2074028647641768,False,0.0,False,0.0,False,0.0,False,0.4739307719727333,False,0.474169848833876,False,0.4727418357541229,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.014701246146841427
1,0,13,42,41,0,13,15,0.8469387759999999,221,0.857142857,6,0.0,0.2,0,0,13.26666667,5,1.3333,False,False,0.20381318788722588,False,0.31264886520526963,False,0.37022579323225774,False,0.0,False,0.0,False,0.1,False,0.478392454982872,False,0.4842708659607443,False,0.4787661331158551,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.20381318788722588
1,0,16,23,253,9,8,23,2.0,23,0.0,0,0.0,0.293478261,0,0,0.0,1,1.0,False,False,0.2439912925701748,False,0.14282585428294667,False,0.3688017577031932,False,0.1,False,0.0,False,0.0,False,0.4883045868877649,False,0.4892775816496572,False,0.4821276309693273,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.2439912925701748
1,0,9,35,4,1,8,2,1.308641975,300,1.0,2,0.0,0.4375,0,0,67.25,5,2.25,True,False,0.04009989947145535,False,0.3704178790568056,True,0.6831041091808404,False,0.5,True,0.8,True,0.8,False,0.4936274766513781,False,0.49417088362729,False,0.4875550836952551,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04009989947145535
2,0,7,11,1,0,7,2,1.0,46,1.0,0,0.833333333,1.0,0,0,20.5,1,0.5,False,False,0.009223250186648591,False,0.011122351495140894,False,0.2750727951368375,False,0.0,False,0.0,False,0.0,False,0.4767916084267776,False,0.4745250884313028,False,0.4770112332121649,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.009223250186648591
1,0,15,77,344,7,11,32,0.883522727,564,1.0,1,0.0,0.157575758,1,1,15.75757576,5,1.3636,True,False,0.4521041510411983,False,0.4166554659559349,False,0.4436050613921904,False,0.16666666666666666,False,0.0,False,0.0,False,0.4957131211550408,False,0.4899964042918382,False,0.4891661350615192,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.4521041510411983
1,0,39,18,0,36,3,3,0.25,75,1.0,1,0.0,0.25,0,0,13.6,4,1.6,False,False,0.04778264579967173,True,0.6930560980391057,True,0.7198485847640771,False,0.0,False,0.2,False,0.1,False,0.489410690978742,False,0.4882540184710825,False,0.4998308462328547,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04778264579967173
1,0,1,13,15,1,0,5,2.0,385,0.0,0,0.0,0.458333333,0,0,63.16666667,47,9.0,False,False,0.012108727487842317,False,0.05254658025261863,False,0.03551394195364846,False,0.0,False,0.0,False,0.0,False,0.4866213772337136,False,0.3164917742124008,False,0.33070404558975336,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.012108727487842317
3,0,8,31,10,0,8,3,1.25,135,1.0,0,0.8620689659999999,0.4,2,2,25.8,1,0.8,False,False,0.06839487799131291,False,0.028360734008137895,False,0.2939624077445974,False,0.1,False,0.1,False,0.0,False,0.3170199748020916,False,0.4829201314952806,False,0.4748670808706109,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.06839487799131291
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.05408514359868153,False,0.031715587900558416,False,0.3215166215778137,False,0.0,False,0.0,False,0.0,False,0.4835953847186563,False,0.4775605136651109,False,0.4708747429325142,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05408514359868153
2,0,9,19,78,0,9,13,2.0,65,0.0,0,0.5862068970000001,1.0,1,3,4.0,1,0.9231,False,False,0.18875938781577675,False,0.01933410717415171,False,0.29216969348737665,False,0.30416666666666664,False,0.1,False,0.0,False,0.4873389635028162,False,0.4876175092331535,False,0.4894843000423916,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.18875938781577675
2,0,11,29,2,0,11,1,1.214285714,247,1.0,1,0.857142857,0.583333333,1,1,57.25,8,2.25,True,False,0.3674575309581782,False,0.36075046569175,True,0.6780659226393699,True,0.6,True,0.8,True,0.7,False,0.4974598049764256,True,0.5011298352166551,False,0.4950276293810558,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3674575309581782
1,0,18,44,4,1,17,3,0.666666667,221,1.0,1,0.0,0.375,0,0,54.0,4,1.5,False,False,0.08975766983665011,False,0.11460577780676122,False,0.3601799322892309,False,0.0,False,0.0,False,0.1,False,0.4931812700738787,False,0.4964973639692584,False,0.482224449398842,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.08975766983665011
1,0,6,42,118,4,3,20,0.8105263159999999,264,1.0,1,0.0,0.188888889,1,1,11.95,7,1.45,False,False,0.31543704779334153,False,0.3321096851833973,True,0.5371895533883693,False,0.4083333333333334,False,0.4,True,0.5066666666666667,True,0.5001983930514313,False,0.4953402613852116,False,0.4961840599724992,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.31543704779334153
1,0,7,21,6,1,6,4,1.083333333,148,1.0,3,0.0,0.533333333,0,0,26.8,3,1.2,False,False,0.039934029295434194,False,0.04857787529690314,False,0.330385495081041,False,0.0,False,0.1,False,0.0,False,0.4786537689471884,False,0.4802458781093239,False,0.4824726092733453,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.039934029295434194
2,0,7,11,1,0,7,2,1.0,35,1.0,0,0.833333333,1.0,0,0,16.0,1,0.5,False,False,0.008608567498396192,False,0.01397097435560604,False,0.27617026716104337,False,0.0,False,0.0,False,0.0,False,0.4768025727388709,False,0.4743472217742673,False,0.4795690470307912,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.008608567498396192
2,0,5,9,1,1,4,1,2.0,49,0.0,0,0.909090909,0.75,1,1,23.5,1,0.5,True,False,0.3517909444318566,False,0.3496780703668305,True,0.5399689785667975,False,0.5,True,0.7,True,0.7,False,0.486769315244555,False,0.4835063127294221,False,0.4877466281466891,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3517909444318566
2,0,8,14,3,1,7,3,2.0,103,0.0,0,0.75,0.5555555560000001,0,0,33.33333333,6,2.3333,False,False,0.016332968814858,False,0.030045991564706425,False,0.2815447367580522,False,0.0,False,0.0,False,0.0,False,0.483472470355735,False,0.4741360027327548,False,0.4842268017800826,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.016332968814858
1,0,11,23,253,1,10,23,2.0,23,0.0,0,0.0,0.255434783,0,0,0.0,1,1.0,False,False,0.2506190323680912,False,0.1279063854372171,False,0.3528029586751756,False,0.0,False,0.0,False,0.0,False,0.4854006673942391,False,0.4868852595320833,False,0.4800819972260977,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.2506190323680912
1,0,3,3,3,1,2,3,2.0,3,0.0,0,0.0,0.466666667,0,0,0.0,1,1.0,False,False,0.03045158155890095,False,0.02403114508913313,False,0.19737949636013785,False,0.0,False,0.1,False,0.0,False,0.4825535833861255,False,0.479117818874816,False,0.48531316248991496,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.03045158155890095
1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.6875,0,0,0.0,1,1.0,False,False,0.022195767244933908,False,0.019529318511614106,False,0.2014258870659905,False,0.0,False,0.0,False,0.0,False,0.4717011057017686,False,0.47525948680176294,False,0.4755682617632278,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.022195767244933908
1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.666666667,0,0,0.0,1,1.0,False,False,0.022638052618754456,False,0.018509182550611306,False,0.1973732208281277,False,0.0,False,0.0,False,0.0,False,0.4708183093699802,False,0.4729004978632276,False,0.3177326070717573,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.022638052618754456
1,0,25,86,167,0,25,19,0.869047619,464,1.0,7,0.0,0.14285714300000002,0,0,19.72727273,4,1.3636,True,True,0.7466301393868594,True,0.7552480918818324,True,0.7470070189188046,True,0.575,True,0.7,True,0.7,False,0.4969379377584433,False,0.4975898838558061,False,0.4964384861824971,Accuracy_Voting_Pred,Accuracy_Voting_Pred,True,0.7466301393868594
2,0,2,14,11,1,1,4,0.8,105,0.4,4,0.764705882,0.4,1,1,15.66666667,3,1.0,False,False,0.04761213727689876,False,0.02946223112137048,False,0.31951280155706296,False,0.0,False,0.0,False,0.0,False,0.4827088869024676,False,0.4724848670293935,False,0.4687730780670938,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04761213727689876
1,0,8,8,28,6,2,8,2.0,8,0.0,0,0.0,0.321428571,0,0,0.0,1,1.0,False,False,0.038050539547382536,False,0.03578332020394456,False,0.21991800956565768,False,0.16666666666666666,False,0.1,False,0.0,False,0.4775088663392233,False,0.4834813948183307,False,0.4800862761028278,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.038050539547382536
1,0,3,21,63,3,1,15,0.828571429,152,1.0,1,0.0,0.238095238,1,1,8.8,7,1.4,False,False,0.2680670652551231,False,0.2583600573736557,True,0.5107788370547456,False,0.4416666666666666,False,0.30047619047619045,True,0.6916666666666667,False,0.4975759069821065,False,0.4935200161047985,False,0.4915203929710719,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.2680670652551231
1,0,17,49,73,1,16,11,0.802197802,309,1.0,7,0.0,0.17032967,0,0,20.57142857,7,1.7857,False,False,0.30809560318028223,False,0.3611329229107581,False,0.37209873498681456,False,0.0,False,0.225,False,0.2,False,0.4937622333016367,False,0.4962789644466928,False,0.4919051896047323,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.30809560318028223
2,0,13,32,2,0,13,1,0.75,163,1.0,1,0.8,0.625,1,1,31.0,1,0.6,False,False,0.03698798111107582,False,0.03162871990341018,False,0.3299486776913709,False,0.225,False,0.0,False,0.0,False,0.4846416461285205,False,0.491847148763089,False,0.4889022069503228,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.03698798111107582
2,0,8,14,3,1,7,3,2.0,52,0.0,0,0.75,0.5555555560000001,0,0,16.33333333,2,1.0,False,False,0.016636493090317853,False,0.02566801918603517,False,0.24065542725287045,False,0.0,False,0.0,False,0.0,False,0.4783665061928453,False,0.4750665537130912,False,0.483334153543291,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.016636493090317853
1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,False,False,0.017697238382007274,False,0.015832245560087825,False,0.2016666349960081,False,0.0,False,0.0,False,0.0,False,0.4717011057017686,False,0.47525948680176294,False,0.4755682617632278,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.017697238382007274
2,0,2,14,11,1,1,4,0.833333333,117,0.333333333,5,0.764705882,0.4,1,1,17.5,3,1.0,False,False,0.06067578941796181,False,0.034353095032956985,False,0.3296620059761483,False,0.0,False,0.0,False,0.03333333333333333,False,0.4827088869024676,False,0.4724848670293935,False,0.4687730780670938,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.06067578941796181
1,0,20,16,36,20,1,12,0.795454545,122,1.0,1,0.0,0.316666667,1,1,8.833333332999999,7,1.4167,False,False,0.0858628269066341,False,0.2813964533166441,False,0.3624184403434231,False,0.185,False,0.26666666666666666,False,0.15,False,0.4893586326987561,True,0.5009909038506051,False,0.4929349756913471,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.0858628269066341
1,0,7,53,31,0,7,6,0.775,285,1.0,0,0.0,0.225,0,0,24.54545455,7,1.6364,False,False,0.05513271726614128,False,0.07481753552584486,False,0.35226894328829705,False,0.0,False,0.0,False,0.0,False,0.4819421487740718,False,0.4782776882516741,False,0.4885751810979952,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05513271726614128
1,0,19,52,126,0,19,20,0.888157895,264,1.0,8,0.0,0.14285714300000002,0,0,11.8,4,1.25,False,False,0.3804799690031348,True,0.7352389236521081,True,0.7094149679561217,False,0.175,False,0.1,False,0.3,False,0.4858752477661219,False,0.4906879493809955,True,0.5596084269721071,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3804799690031348
2,0,8,12,1,0,8,2,1.0,56,1.0,0,0.833333333,1.0,0,0,24.0,1,0.5,False,False,0.008980039599650741,False,0.015017016274376762,False,0.2830689057846704,False,0.0,False,0.0,False,0.0,False,0.4768025727388709,False,0.4726227717910037,False,0.4795690470307912,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.008980039599650741
1,20,28,46,117,20,8,15,0.858823529,221,1.0,0,0.0,0.240740741,1,1,11.0,7,1.4444,False,False,0.15235467248716297,False,0.2618304134594103,False,0.1666673792742771,False,0.03333333333333333,False,0.1,False,0.1,False,0.4970981973201766,False,0.4883209520328319,False,0.31638878137276744,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.15235467248716297
1,0,7,14,0,3,4,5,0.333333333,115,1.0,0,0.0,0.566666667,0,0,21.4,4,2.0,False,False,0.029519564260387376,False,0.0379421677065746,False,0.3112454879328397,False,0.0,False,0.0,False,0.0,False,0.4810171999043155,False,0.4702131181415765,False,0.47400982373854206,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.029519564260387376
1,16,24,42,8,16,8,2,0.704545455,220,1.0,1,0.0,0.218181818,0,0,17.0,4,1.6667,False,False,0.05820814181883721,False,0.13838921656571512,False,4.729499695798002e-06,False,0.0,False,0.1,False,0.0,False,0.4884222304599872,False,0.4780741448305277,False,0.313093514133959,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05820814181883721
1,0,3,3,3,2,1,3,2.0,3,0.0,0,0.0,0.5,0,0,0.0,1,1.0,True,False,0.3616526663046642,False,0.35587989345675136,True,0.5295823288300939,False,0.5,True,0.8,True,0.9,False,0.4825535833861255,False,0.479117818874816,False,0.48531316248991496,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3616526663046642
1,0,7,12,9,6,1,10,0.8,79,1.0,1,0.0,0.3,0,0,6.4,1,0.7,False,False,0.035036273104419674,False,0.04588933624697104,False,0.29918837777634205,False,0.0,False,0.15,False,0.0,False,0.480751842674056,False,0.4884215301663452,False,0.4968217877553256,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.035036273104419674
2,0,30,8,6,29,1,3,0.892857143,91,0.28571428600000004,6,0.8125,0.4166666670000001,1,1,15.8,1,0.6,False,False,0.05889975698786786,False,0.119386115450922,False,0.3614514359056645,False,0.06,False,0.2,False,0.5,False,0.4854457569186177,False,0.4796966282496706,False,0.4739925779988744,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05889975698786786
1,0,11,7,7,10,1,5,0.88,41,1.0,1,0.0,0.375,0,0,5.0,1,0.6667,False,False,0.031686934817859336,False,0.036923591129365656,False,0.2919327245458476,False,0.0,False,0.0,False,0.0,False,0.4820172293589973,False,0.48562247742473,False,0.4889438698473441,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.031686934817859336
1,0,1,4,1,0,1,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,False,False,0.014168381273101669,False,0.012056793764661988,False,0.19818953704210795,False,0.0,False,0.0,False,0.0,False,0.4688554037303734,False,0.4732291356552933,False,0.4739550416117764,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.014168381273101669
2,0,8,14,3,1,7,3,2.0,72,0.0,0,0.75,0.5555555560000001,0,0,23.0,3,1.3333,False,False,0.017203607579419668,False,0.027120640175066487,False,0.2588056578428673,False,0.0,False,0.1,False,0.0,False,0.4783665061928453,False,0.4733418434879994,False,0.483334153543291,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.017203607579419668
2,0,10,27,2,0,10,1,1.166666667,202,1.0,1,0.857142857,0.583333333,1,1,47.0,7,2.0,True,False,0.3682957272362244,False,0.1451552497461974,False,0.34159229842499633,True,0.6,True,0.7,True,0.5666666666666667,False,0.4944975341281546,False,0.488446237436456,False,0.4910182316245878,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3682957272362244
1,0,2,9,0,2,0,4,0.5,45,1.0,0,0.0,0.666666667,0,0,9.75,3,1.25,False,False,0.02263795576667012,False,0.02386100036815302,False,0.290134187646496,False,0.0,False,0.1,False,0.11666666666666664,False,0.4708183093699802,False,0.4685971795308488,False,0.4778726520670929,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02263795576667012
1,4,4,9,0,4,0,4,0.375,35,1.0,0,0.0,0.6,0,0,5.6,1,0.8,False,False,0.023199023148822717,False,0.022822822456090425,False,0.0019076290897008985,False,0.0,False,0.0,False,0.0,False,0.4688554037303734,False,0.4735275557922564,False,0.309316743634341,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.023199023148822717
1,0,9,5,0,9,0,4,0.666666667,28,1.0,0,0.0,0.5,0,0,5.25,1,0.75,False,False,0.026106116553766465,False,0.028343300523714664,True,0.6115100668672105,False,0.0,False,0.1,False,0.0,False,0.4783270695265908,False,0.4797456174387743,False,0.4821186604500166,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.026106116553766465
1,0,10,23,69,10,0,15,0.7857142859999999,213,1.0,0,0.0,0.3666666670000001,1,1,12.86666667,7,1.7333,False,False,0.25130246553830066,False,0.2531594034862455,True,0.5264799009926381,True,0.6666666666666666,True,0.8166666666666667,False,0.2333333333333333,True,0.5021629996737668,False,0.4912339958835695,False,0.4889431883399025,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.25130246553830066
1,0,11,50,180,10,1,26,0.726190476,418,1.0,0,0.0,0.226600985,1,1,13.20689655,7,1.2759,False,False,0.19009389478364397,False,0.2849329401545745,False,0.4076861629380473,False,0.05,False,0.0,False,0.0,False,0.4858454573620476,False,0.4857700557827981,False,0.4918214345314526,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.19009389478364397
3,0,4,35,6,0,4,3,1.333333333,205,1.0,0,0.892857143,0.45,3,3,50.0,1,0.75,False,False,0.09164476989132052,False,0.025809815923057536,False,0.30123054193105275,False,0.05,False,0.0,False,0.0,False,0.3143869646132513,False,0.4781893169707503,False,0.4717387638387472,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.09164476989132052
2,0,6,10,6,1,6,4,2.0,28,0.0,0,0.4,0.4375,0,0,6.0,1,0.75,True,False,0.3589132519119257,False,0.3621075061429375,True,0.5462963658387602,False,0.5,True,0.9,False,0.5,False,0.4868787531496264,False,0.4880094803882362,False,0.4856097205524738,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3589132519119257
1,0,11,41,282,8,3,29,0.895833333,348,1.0,3,0.0,0.183908046,1,1,10.5862069,7,1.2069,True,True,0.7296872077420323,True,0.7016782534510921,True,0.7255131130686404,True,0.925,True,0.7,True,0.8,False,0.4904802373481998,False,0.49607234937377503,False,0.4986517442536505,Accuracy_Voting_Pred,Accuracy_Voting_Pred,True,0.7296872077420323
2,0,7,17,91,0,7,14,2.0,53,0.0,0,0.566666667,1.0,1,4,2.785714286,1,0.9286,False,False,0.055090885521612586,False,0.02183411223883736,False,0.2802271303731313,False,0.0,False,0.03333333333333333,False,0.0,False,0.3166307539281556,False,0.4882336547612669,False,0.4915433171854661,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.055090885521612586
1,0,8,1,0,8,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.01408248842528674,False,0.012356755120938003,False,0.21166027534725904,False,0.0,False,0.0,False,0.0,False,0.4708183093699802,False,0.4801833214347199,False,0.3232369785049655,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01408248842528674
